id,cycle,inlet_pressure,discharge_temp,stage_1_pressure,stage_1_temp,stage_2_pressure,stage_2_temp,stage_3_pressure,stage_3_temp,stage_4_pressure,stage_4_temp,encolusure_temp,ambient_temp,minutes_after,rul
4,82,240,80,271.5555725,156.0532532,257.2000122,190.758667,255.8999939,579.2000122,103.771698,675.5999756,80,80.59999847,17.33556667,7
4,83,215,81.5,244.7777863,158.9936371,255.3999939,196.6879425,258.3999939,786.7999878,104.2599869,893.5999756,82,82.59999847,20.00533333,6
4,84,75.5,80.5,86.38889313,161.1255951,239.6999969,195.196167,260.2000122,438.6000061,102.2482605,423.2000122,79,79.69999695,15.00376667,5
4,85,235,81.5,265.5555725,154.4065552,537.5999756,198.081604,255.6000061,610.7999878,104.4344635,686.4000244,81,81.30000305,15.00356667,4
4,86,75,81,85.07407379,158.7639008,255.8999939,193.1110992,254.6000061,474.6000061,102.151474,577.5999756,81,81.90000153,11.0011,3
4,87,75,83,85.51851654,159.9681854,254.3999939,185.553833,253.3999939,438.3999939,105.2174454,497.6000061,85,85.09999847,19.0039,2
4,88,74.5,85.5,85.57407379,159.4282532,237.8000031,196.28125,250.5,458,107.7057266,487.2000122,84.5,84.69999695,19.83871667,1
4,89,52,85.5,56,159.4282532,237.8000031,196.28125,250.5,458,107.7057266,487.2000122,-4,84.69999695,19.83871667,0
5,1,189,86,216.0370331,156.5769806,554.4000244,195.7877655,302.7999878,1034.400024,108.9652786,1244,89,89.59999847,19.16916667,82
5,2,208,87.5,240.0370331,151.8107758,556.7999878,187.3463593,243.3999939,844,107.53125,881.5999756,93,93.59999847,22.1705,81
5,3,86,89,91.38889313,156.1898346,234.6999969,181.2256927,243.8000031,274.7999878,109.9227448,326.2000122,93,93.59999847,16.00145,80
5,4,212,89,241.0370331,165.831604,236.8999939,206.7348022,230.6999969,780.4000244,110.8025131,932.7999878,88.5,89.19999695,13.1686,79
5,5,237,91,266.0740662,155.6062164,495.3999939,189.3541718,239.3999939,601.2000122,113.3025131,751.2000122,95,95.40000153,21.67128333,78
5,6,224,91.5,250.0370331,159.1875153,534.4000244,203.7434845,224.1000061,712.7999878,114.1940079,845.2000122,92.5,92.80000305,17.50383333,77
5,7,76,92,87,159.5983887,248.5,190.6770782,244.8999939,381.7999878,113.03125,405,93,93.40000153,12.50478333,76
5,8,75.5,91.5,86.5,164.3813782,257.7999878,201.28125,246.8000031,438.3999939,112.0855026,483.2000122,91,91.19999695,14.83683333,75
5,9,236,92.5,262.0740662,156.3530121,499.2000122,193.4539948,240.8999939,612.4000244,115.2057266,766.4000244,96.5,97,19.50488333,74
5,10,223,92,253,162.272583,253.6000061,211.5572815,246.6999969,713.2000122,112.771698,847.2000122,91,91.59999847,14.83655,73
5,11,204,92,230,160.9629822,564,216.671875,271.6000061,917.2000122,112.5855026,1042.400024,88.5,89.09999847,15.3379,72
5,12,203,94,234.0370331,160.9898834,557.2000122,206.2144165,245.1999969,908.7999878,117.5737839,1039.199951,95,95.40000153,21.17233333,71
5,13,74,94.5,84.88889313,161.065979,231.1000061,192.6857605,215.8000031,457.7999878,117.0195313,569.2000122,97.5,98.19999695,18.83738333,70
5,14,74.5,92.5,85.01851654,159.1389008,234.3000031,184.336792,217.8000031,421.2000122,116.3025131,481.3999939,96,96.59999847,22.50438333,69
5,15,198,90.5,229.0370331,158.6435394,260.3999939,219.3302917,264,945.5999756,107.790802,1119.199951,86,86.40000153,11.6689,68
5,16,221,90.5,250.0370331,161.1672668,221.1999969,195.2009583,219.3000031,707.2000122,113.53125,858,93.5,93.59999847,21.16893333,67
5,17,184,90,213.0370331,163.5897064,227,201.3068542,284.2000122,1063.199951,114.271698,1324,92,92.30000305,20.83823333,66
5,18,197,90.5,226.0370331,163.6533661,564,204.2144165,269.7999878,945.2000122,113.6940079,1140.800049,93,93,17.00271667,65
5,19,252,92,119.0185165,166.5341644,251.6000061,203.4557343,247.3000031,529.5999756,115.03125,637.2000122,92.5,92.80000305,15.83788333,64
5,20,197,90.5,233,159.368927,561.2000122,214.0824738,265.3999939,974,113.03125,1064,88.5,88.90000153,17.16916667,63
5,21,84.5,91.5,89.38889313,163.9299927,244.3999939,193.5746613,248,283.2000122,115.53125,329.2000122,92.5,92.69999695,21.67366667,62
5,22,84,91,94,162.4438782,226.1000061,188.2986145,220.1000061,251.1000061,115.6631927,326.7999878,93,93.59999847,19.67511667,61
5,23,186,90.5,219.0370331,160.2748871,560,199.811203,1101.599976,1049.599976,114.0078125,1228,92,93.19999695,24.34188333,60
5,24,194,89,230.0370331,155.73526,558.7999878,208.1367188,269.3999939,1004,112.7291641,1104,88,88.30000305,16.503,59
5,25,207,89,247.0370331,158.725708,554,196.2378387,245.6999969,856.7999878,109.7174454,917.2000122,91.5,91.90000153,18.671,58
5,26,84,88.5,91.07407379,163.5769806,240.3000031,202.659729,379,297,109.6723099,326.7999878,87,87.09999847,16.67016667,57
5,27,187,88,216.0370331,155.1672668,562,208.9270782,1088.800049,1046.400024,112.9769974,1273.599976,86.5,86.69999695,21.66923333,56
5,28,216,88.5,242.7777863,164.9809113,537.2000122,218.4401093,250.6000061,802,106.2057266,938.4000244,83,83.5,12.83576667,55
5,29,260,89,274.2962952,164.2575378,400.7999878,217.25,256.2000122,512,108.2482605,672.7999878,84.5,85.09999847,12.50245,54
5,30,199,88.5,229.0370331,151.54776,556.4000244,196.5941772,995.5999756,936.7999878,111.0732422,1088.800049,91.5,91.59999847,19.00561667,53
5,31,241,86,268.0740662,164.1423645,483.6000061,204.6735992,650.7999878,567.2000122,109.03125,748.7999878,85.5,85.5,16.83743333,52
5,32,189,87,121.0185165,155.3028259,383.3999939,187.7152863,536.4000244,491.3999939,109.1150208,636.7999878,89.5,89.80000305,19.33583333,51
5,33,194,86.5,226.7777863,151.3266907,557.2000122,196.2217865,248.6000061,987.5999756,108.3567734,1172.800049,88.5,88.5,17.33583333,50
5,34,75,87,85.01851654,159.6064911,236,186.762146,461.2000122,461.2000122,108.3567734,478.6000061,88.5,88.69999695,16.50306667,49
5,35,75,86,84.51851654,159.8958435,237.6000061,189.7239532,249.6999969,464,107.151474,562.7999878,87,87.30000305,14.8376,48
